participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_service,live_service,task_cooking,live_cooking,postsurvey,thanks
9FAclgaxGnVv,"['practice', 'service', 'cooking']",CTRL,cooking,"{'completed': True, 'timestamp': 1617646589796}","{'completed': True, 'timestamp': 1617646591052}","{'completed': True, 'timestamp': 1617646621682}","{'completed': True, 'timestamp': 1617646629209}","{'completed': True, 'timestamp': 1617646640715}","{'completed': True, 'timestamp': 1617646642403}","{'completed': True, 'timestamp': 1617646730533}","{'completed': True, 'timestamp': 1617646736748}","{'completed': True, 'timestamp': 1617646740088}","{'completed': True, 'timestamp': 1617646748479}","{'completed': True, 'timestamp': 1617646748497}"
