participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_service,live_service,task_cooking,live_cooking,postsurvey,thanks
rcSDqbgcUzJp,"['practice', 'service', 'cooking']",CTRL,cooking,"{'completed': True, 'timestamp': 1617648775656}","{'completed': True, 'timestamp': 1617648779145}","{'completed': True, 'timestamp': 1617648794107}","{'completed': True, 'timestamp': 1617648880333}","{'completed': True, 'timestamp': 1617648891411}","{'completed': True, 'timestamp': 1617648895794}","{'completed': True, 'timestamp': 1617649020735}","{'completed': True, 'timestamp': 1617649026748}","{'completed': True, 'timestamp': 1617649037204}","{'completed': True, 'timestamp': 1617649045058}","{'completed': True, 'timestamp': 1617649045249}"
