participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_service,live_service,task_cooking,live_cooking,postsurvey,thanks
Y824eWvFDZi8,"['practice', 'service', 'cooking']",CTRL,cooking,"{'completed': True, 'timestamp': 1617400584127}","{'completed': True, 'timestamp': 1617400585944}","{'completed': True, 'timestamp': 1617400590811}","{'completed': True, 'timestamp': 1617400602250}","{'completed': True, 'timestamp': 1617400608243}","{'completed': True, 'timestamp': 1617400610822}","{'completed': True, 'timestamp': 1617400617148}","{'completed': True, 'timestamp': 1617400618857}","{'completed': True, 'timestamp': 1617400621050}","{'completed': True, 'timestamp': 1617400631411}","{'completed': True, 'timestamp': 1617400631605}"
