participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_hiring,live_hiring,task_movies,live_movies,postsurvey,thanks
TQlGREhp537U,"['practice', 'movies', 'hiring']",BTWN,hiring,"{'completed': True, 'timestamp': 1617839069239}","{'completed': True, 'timestamp': 1617839071464}","{'completed': True, 'timestamp': 1617839084372}","{'completed': True, 'timestamp': 1617839104504}","{'completed': True, 'timestamp': 1617839118022}","{'completed': True, 'timestamp': 1617839189847}","{'completed': True, 'timestamp': 1617839252950}","{'completed': True, 'timestamp': 1617839125181}","{'completed': True, 'timestamp': 1617839176694}","{'completed': True, 'timestamp': 1617839269032}","{'completed': True, 'timestamp': 1617839269275}"
