participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_service,live_service,task_cooking,live_cooking,postsurvey,thanks
JVtRAr3HfA5p,"['practice', 'service', 'cooking']",CTRL,cooking,"{'completed': True, 'timestamp': 1617558757581}","{'completed': True, 'timestamp': 1617558759125}","{'completed': True, 'timestamp': 1617558894142}","{'completed': True, 'timestamp': 1617559033060}","{'completed': True, 'timestamp': 1617559110320}","{'completed': True, 'timestamp': 1617559114696}","{'completed': True, 'timestamp': 1617559116255}","{'completed': True, 'timestamp': 1617559117166}","{'completed': True, 'timestamp': 1617559118125}","{'completed': True, 'timestamp': 1617559160080}","{'completed': True, 'timestamp': 1617559160211}"
