participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_hiring,live_hiring,task_movies,live_movies,postsurvey,thanks
0jjk2LtlRwXu,"['practice', 'movies', 'hiring']",CTRL,hiring,"{'completed': True, 'timestamp': 1618276867104}","{'completed': True, 'timestamp': 1618276871003}","{'completed': True, 'timestamp': 1618276922339}","{'completed': True, 'timestamp': 1618276992921}","{'completed': True, 'timestamp': 1618277166541}","{'completed': True, 'timestamp': 1618277331513}","{'completed': True, 'timestamp': 1618277441386}","{'completed': True, 'timestamp': 1618277182764}","{'completed': True, 'timestamp': 1618277322570}","{'completed': True, 'timestamp': 1618277678025}","{'completed': True, 'timestamp': 1618277678195}"
