participantId,appOrder,appType,appMode,consent,overview,background,live_practice,presurvey,task_hiring,live_hiring,task_movies,live_movies,postsurvey,thanks
F0xDdtLRrhtQ,"['practice', 'movies', 'hiring']",WTHN,hiring,"{'completed': True, 'timestamp': 1617900555347}","{'completed': True, 'timestamp': 1617900571450}","{'completed': True, 'timestamp': 1617900649203}","{'completed': True, 'timestamp': 1617900742644}","{'completed': True, 'timestamp': 1617901418343}","{'completed': True, 'timestamp': 1617901787245}","{'completed': True, 'timestamp': 1617901962133}","{'completed': True, 'timestamp': 1617901518510}","{'completed': True, 'timestamp': 1617901758020}","{'completed': True, 'timestamp': 1617902616102}","{'completed': True, 'timestamp': 1617902616694}"
