task,appMode,selectedId,botChoice,recommendationShown,savedAt
0,practice,2,2,True,1618018336042
0,hiring,8,8,True,1618018610538
1,hiring,4,1,True,1618018632837
2,hiring,12,9,True,1618018659778
3,hiring,18,13,True,1618018672516
4,hiring,48,48,True,1618018703473
5,hiring,45,45,True,1618018719002
0,movies,12,12,True,1618018758695
1,movies,7,6,True,1618018792998
2,movies,37,45,True,1618018809748
3,movies,48,20,True,1618018845854
4,movies,15,15,True,1618018857049
5,movies,47,47,True,1618018876280
