activity,timestamp
consent,1617901343794
overview,1617901346500
background,1617901387710
live_practice,1617901442229
presurvey,1617901542240
task_hiring,1617901552319
live_hiring,1617901659158
task_movies,1617901662752
live_movies,1617901714531
postsurvey,1617906623752
thanks,1617906625033
